customer_id,viewed,carted,checkout,purchased
11813,1,1,0,0
11814,1,1,0,0
11818,1,0,0,0
11820,1,0,0,0
11821,1,0,0,0
11822,1,1,1,0
11823,1,0,0,0
11827,1,1,1,0
11828,1,1,1,0
11833,1,0,0,0
11836,1,0,0,0
11840,1,1,0,0
11841,1,1,0,0
11846,1,0,0,0
11849,1,0,0,0
11851,1,1,1,1
11852,1,0,0,0
11853,1,0,0,0
11860,1,0,0,0
11861,1,0,0,0
11867,1,1,0,0
11870,1,1,0,0
11873,1,1,1,0
11874,1,0,0,0
11876,1,1,0,0
11880,1,0,0,0
11881,1,0,0,0
11882,1,0,0,0
11887,1,0,0,0
11888,1,0,0,0
11891,1,0,0,0
11893,1,0,0,0
11894,1,0,0,0
11895,1,0,0,0
11899,1,0,0,0
11904,1,1,1,1
11906,1,0,0,0
11910,1,1,0,0
11912,1,0,0,0
11913,1,0,0,0
11914,1,0,0,0
11917,1,0,0,0
11920,1,1,1,1
11923,1,0,0,0
11925,1,0,0,0
11928,1,1,1,0
11931,1,0,0,0
11932,1,0,0,0
11934,1,1,0,0
11935,1,0,0,0
11936,1,1,0,0
11937,1,1,1,0
11938,1,0,0,0
11944,1,0,0,0
11950,1,0,0,0
11951,1,0,0,0
11954,1,0,0,0
11957,1,1,1,1
11958,1,1,1,0
11961,1,1,1,0
11964,1,0,0,0
11967,1,0,0,0
11968,1,1,1,0
11970,1,0,0,0
11971,1,0,0,0
11975,1,1,1,0
11976,1,1,0,0
11978,1,0,0,0
11983,1,0,0,0
11984,1,0,0,0
11992,1,1,1,1
11994,1,0,0,0
11997,1,1,0,0
12004,1,0,0,0
12005,1,0,0,0
12006,1,0,0,0
12007,1,1,1,0
12008,1,1,1,0
12011,1,0,0,0
12012,1,0,0,0
12015,1,0,0,0
12017,1,0,0,0
12019,1,0,0,0
12021,1,0,0,0
12022,1,1,1,1
12023,1,0,0,0
12024,1,1,0,0
12031,1,0,0,0
12036,1,0,0,0
12037,1,0,0,0
12042,1,0,0,0
12043,1,1,0,0
12048,1,0,0,0
12049,1,0,0,0
12050,1,0,0,0
12051,1,0,0,0
12053,1,1,1,1
12056,1,0,0,0
12057,1,0,0,0
12060,1,1,1,0
12061,1,0,0,0
12062,1,0,0,0
12068,1,1,0,0
12070,1,0,0,0
12072,1,1,1,0
12073,1,1,0,0
12079,1,0,0,0
12084,1,1,0,0
12086,1,0,\N,1
12093,1,1,0,0
12094,1,0,0,0
12096,1,0,0,0
12097,1,0,0,0
12100,1,0,0,0
12101,1,0,0,0
12102,1,0,0,0
12106,1,0,0,0
12108,1,0,0,0
12110,1,0,0,0
12113,1,0,0,0
12115,1,1,1,0
12116,1,1,0,0
12119,1,0,0,0
12122,1,0,0,0
12124,1,0,0,0
12132,1,0,0,0
12135,1,1,0,0
12136,1,1,1,1
12142,1,0,0,0
12144,1,0,0,0
12145,1,0,0,0
12147,1,1,0,\N
12148,1,0,0,0
12152,0,\N,1,0
12154,1,0,0,0
12158,1,1,1,1
12160,1,1,0,0
12169,1,0,\N,0
12171,1,0,0,0
12175,1,1,1,0
12177,1,0,0,0
12180,1,0,0,0
12182,1,0,0,0
12186,1,1,1,0
12187,1,0,0,0
12195,1,0,0,0
12204,1,1,1,1
12205,1,1,1,1
12206,1,0,0,0
12214,1,0,0,0
12217,1,0,0,0
12218,1,1,1,1
12219,1,0,0,0
12220,1,1,1,0
12221,1,1,0,0
12222,1,1,1,1
12224,1,0,0,0
12227,1,0,0,0
12231,1,0,0,0
12235,1,0,0,0
12237,1,0,0,0
12240,1,1,0,0
12243,1,1,1,1
12244,1,0,0,0
12245,1,0,0,0
12247,1,0,0,0
12250,1,0,0,0
12251,1,0,0,0
12253,1,0,0,0
12258,1,0,0,0
12260,1,0,0,0
12263,1,1,0,0
12265,1,0,0,0
12266,1,0,0,0
12270,1,0,0,0
12271,1,0,0,0
12276,1,0,0,0
12282,1,0,0,0
12286,1,0,0,0
12288,1,1,1,1
12295,1,1,1,1
12296,1,1,1,0
12297,1,0,0,0
12303,1,0,0,0
12307,1,0,0,0
12308,1,0,0,0
12311,1,1,1,1
12315,1,1,1,0
12317,1,0,0,0
12318,1,0,0,0
12319,1,0,0,0
12326,1,0,0,0
12327,1,1,0,0
12331,1,1,1,0
12336,1,1,0,\N
12338,1,1,0,0
12339,1,1,0,0
12340,1,0,0,0
12341,1,0,0,0
12342,1,1,0,0
12349,1,0,0,0
12353,1,1,0,0
12359,1,1,1,0
12361,1,0,0,0
12363,1,1,1,1
12364,1,0,0,0
12365,1,1,1,1
12368,1,0,0,0
12369,1,1,1,0
12376,1,1,1,0
12379,1,0,0,0
12381,1,0,0,0
12385,1,0,0,0
12387,1,1,1,0
12389,1,0,0,0
12390,1,0,0,0
12391,1,1,1,1
12393,1,1,1,0
12395,1,0,0,0
12396,1,0,0,0
12398,1,0,0,0
12399,1,0,0,0
12402,1,1,1,0
12407,1,0,0,0
12408,1,0,0,0
12415,1,0,0,0
12417,1,0,0,0
12427,1,0,0,0
12429,1,0,0,0
12430,1,0,0,0
12431,1,0,0,0
12436,1,0,0,0
12437,1,1,0,0
12439,1,0,0,0
12440,1,0,0,0
12445,1,0,0,0
12447,1,0,0,0
12449,1,0,0,0
12450,1,1,0,0
12453,1,0,0,0
12454,1,1,0,\N
12458,1,0,0,0
12459,1,0,0,0
12463,1,1,0,0
12464,1,0,0,0
12466,1,0,0,0
12467,1,0,0,0
12468,1,1,0,0
12477,1,0,0,0
12483,1,0,0,0
12484,1,1,0,0
12485,1,0,0,0
12486,1,0,0,0
12490,1,1,1,1
12494,1,0,0,0
12499,1,0,0,0
12501,1,0,0,0
12502,1,1,0,0
12503,1,0,0,0
12504,1,0,0,0
12510,1,1,1,1
12512,1,0,0,0
12516,1,0,0,0
12517,1,0,0,0
12519,1,0,0,0
12520,1,0,0,0
12523,1,0,0,0
12524,1,1,1,1
12525,1,0,0,0
12526,1,1,1,0
12534,1,0,0,0
12535,1,0,0,0
12536,1,0,0,0
12539,1,0,0,0
12540,1,0,0,0
12542,1,0,0,0
12543,1,0,0,0
12544,1,0,0,0
12546,1,0,0,0
12548,1,0,0,0
12550,1,0,0,0
12558,1,0,0,0
12560,1,1,1,1
12561,1,1,1,1
12562,1,0,0,0
12565,1,0,0,0
12570,1,0,0,0
12573,1,0,0,0
12576,1,0,0,0
12580,1,1,0,0
12583,1,1,1,0
12584,1,0,0,0
12585,1,0,0,0
12592,1,0,0,0
12597,0,\N,0,0
12598,1,0,0,0
12599,1,0,0,0
12600,1,1,0,0
12601,1,1,0,0
12605,1,0,0,0
12610,1,1,0,0
12612,1,0,0,0
12615,1,0,0,0
12618,1,0,0,0
12624,1,0,0,0
12625,1,0,0,0
12628,1,1,1,1
12639,1,1,1,0
12643,1,0,0,0
12645,1,0,0,0
12648,1,1,0,\N
12652,1,0,0,0
12653,1,0,0,0
12654,1,1,1,1
12659,1,1,1,1
12661,1,1,1,0
12666,1,0,0,0
12667,1,0,0,0
12668,1,0,0,0
12671,1,0,0,0
12676,1,1,1,0
12677,1,0,0,0
12679,0,\N,1,1
12683,1,0,0,0
12689,1,0,0,0
12700,1,0,0,0
12704,1,0,0,0
12706,1,0,0,0
12707,1,1,1,1
12708,1,1,0,0
12710,1,1,1,1
12713,1,1,1,1
12718,1,1,0,0
12719,1,0,0,0
12720,1,0,0,0
12723,1,0,0,0
12724,1,0,0,0
12727,1,0,0,0
12730,1,0,0,0
12738,1,1,1,1
12741,1,0,0,0
12742,1,0,0,0
12743,1,1,0,0
12744,1,0,0,0
12753,1,1,0,0
12755,1,1,0,0
12758,1,0,0,0
12760,1,0,0,0
12763,1,0,0,0
12765,1,0,0,0
12767,1,0,0,0
12772,1,0,0,0
12773,1,0,0,0
12776,1,0,0,0
12780,1,1,0,0
12781,1,0,0,0
12785,1,0,0,0
12786,1,0,0,0
12790,1,0,0,0
12791,1,0,0,0
12795,1,0,0,0
12802,1,1,0,0
12805,1,1,1,1
12806,0,\N,0,0
12810,1,1,0,0
12817,1,0,0,0
12820,1,1,1,0
12821,1,0,0,0
12822,1,0,0,0
12823,1,0,0,0
12826,1,0,0,0
12827,1,0,0,0
12830,1,0,0,0
12833,1,0,0,0
12836,1,1,0,0
12838,1,1,1,1
12841,1,0,0,0
12843,1,1,0,0
12844,1,0,0,0
12849,1,1,1,1
12850,1,0,0,0
12852,1,1,0,0
12854,1,0,0,0
12855,1,1,1,1
12856,1,0,0,0
12857,1,0,0,0
12859,1,0,0,0
12860,1,1,0,0
12861,1,0,0,0
12862,1,0,0,0
12865,1,0,0,0
12867,1,0,0,0
12869,1,0,0,0
12870,1,1,1,1
12875,1,1,1,1
12877,1,0,0,0
12878,1,0,0,0
12880,1,0,0,0
12887,1,0,0,0
12889,1,0,0,0
12892,1,1,1,1
12893,1,0,0,0
12898,1,0,0,0
12900,1,0,0,0
12901,1,1,1,0
12905,1,0,0,0
12906,1,0,0,0
12907,1,0,0,0
12908,1,1,0,0
12909,1,0,0,0
12912,1,1,0,0
12913,1,1,0,0
12914,1,1,1,1
12915,1,0,0,0
12916,1,1,1,1
12917,1,0,0,0
12923,1,1,1,0
12926,1,0,0,0
12927,1,1,1,1
12929,1,0,0,0
12930,1,0,\N,1
12943,1,1,1,0
12944,1,0,0,0
12945,1,1,1,0
12947,1,0,0,0
12948,1,0,0,0
12949,1,1,1,0
12959,1,1,1,1
12961,1,1,1,0
12962,1,0,0,0
12964,1,1,0,0
12965,1,0,0,0
12971,1,0,0,0
12974,1,1,1,0
12981,1,0,0,0
12983,1,1,0,0
12988,1,0,0,0
12992,1,1,1,0
12993,1,0,0,0
12997,1,0,\N,1
12999,1,0,0,0
13000,1,0,0,0
13003,1,0,0,0
13004,1,1,1,0
13007,1,0,0,0
13013,1,0,0,0
13015,1,0,0,0
13016,1,0,0,0
13017,1,0,0,0
13018,1,1,0,0
13021,1,0,0,0
13023,1,0,0,0
13025,1,0,0,0
13027,1,0,0,0
13031,1,0,0,0
13035,1,0,0,0
13036,1,1,1,0
13044,1,0,0,0
13045,1,0,0,0
13051,1,0,0,0
13053,1,1,0,0
13054,1,0,0,0
13055,1,1,1,0
13058,1,0,0,0
13059,1,1,0,0
13060,1,0,0,0
13066,1,0,0,0
13069,1,0,0,0
13076,1,0,0,0
13083,1,1,0,0
13084,1,0,0,0
13085,1,0,0,0
13094,1,1,0,0
13095,1,1,0,0
13097,1,0,0,0
13098,1,1,0,0
13100,1,0,0,0
13102,1,0,0,0
13104,1,0,0,0
13108,1,0,0,0
13109,1,0,0,0
13111,1,0,0,0
13113,1,0,0,0
13114,1,0,0,0
13116,1,0,0,0
13121,1,0,0,0
13122,1,1,0,0
13126,1,1,0,\N
13127,1,0,0,0
13128,1,1,1,0
13134,1,0,0,0
13147,1,0,0,0
13150,1,0,0,0
13153,1,0,0,0
13154,1,0,0,0
13157,1,0,0,0
13160,1,0,\N,0
13162,1,0,0,0
13163,1,1,0,0
13169,1,0,0,0
13172,1,1,1,0
13174,1,0,0,0
13176,1,0,0,0
13180,1,1,1,1
13184,1,0,0,0
13187,1,1,1,0
13191,1,0,0,0
13194,1,0,0,0
13195,1,0,0,0
13197,1,0,0,0
13202,1,0,0,0
13204,1,0,0,0
13209,1,0,0,0
13212,1,1,1,1
13215,1,0,0,0
13216,1,1,1,0
13220,1,0,0,0
13221,1,0,0,0
13224,1,1,0,0
13226,1,0,0,0
13228,1,0,0,0
13229,1,1,1,1
13231,1,0,0,0
13232,1,1,1,1
13233,1,0,0,0
13235,1,0,0,0
13236,1,0,0,0
13240,1,0,0,0
13242,1,0,0,0
13243,1,0,0,0
13249,1,0,\N,0
13250,1,1,1,1
13251,1,1,0,0
13252,1,0,0,0
13253,1,0,0,0
13259,1,0,0,0
13260,1,0,0,0
13262,1,0,0,0
13264,1,0,0,0
13265,1,0,0,0
13268,1,1,0,0
13269,1,0,0,0
13273,1,1,1,1
13275,1,1,1,0
13276,1,1,1,0
13278,1,0,0,0
13279,1,0,0,0
13280,1,0,0,0
13281,1,0,0,0
13282,1,0,0,0
13284,1,1,0,0
13285,1,1,1,0
13287,1,0,0,0
13289,1,0,0,0
13293,1,0,\N,0
13294,1,0,0,0
13295,1,0,0,0
13296,1,1,0,0
13297,1,0,0,0
13298,1,0,0,0
13299,1,1,0,0
13300,1,0,0,0
13309,1,1,1,1
13315,1,0,0,0
13318,1,0,0,0
13326,1,0,0,0
13327,1,0,0,0
13331,1,0,0,0
13332,1,0,0,0
13335,1,0,0,0
13337,1,0,0,0
13339,1,1,1,0
13342,1,1,1,1
13343,1,1,1,1
13344,1,0,0,0
13351,1,0,0,0
13352,1,0,0,0
13353,1,0,0,0
13354,1,1,0,0
13359,1,0,0,0
13362,1,0,0,0
13364,1,1,1,1
13366,1,1,0,0
13368,1,0,0,0
13371,1,1,1,1
13373,1,1,0,0
13374,1,0,0,0
13376,1,1,1,0
13378,1,1,1,1
13379,1,0,0,0
13380,1,0,0,0
13384,1,0,0,0
13385,1,0,0,0
13388,1,0,0,0
13391,1,1,1,0
13392,1,1,0,0
13394,1,1,0,0
13400,1,1,1,0
13413,1,0,0,0
13414,1,0,0,0
13415,1,1,0,0
13417,0,\N,1,0
13419,1,1,1,1
13423,1,1,1,0
13425,1,1,1,0
13426,1,0,0,0
13435,1,1,0,0
13438,1,0,0,0
13441,1,0,0,0
13442,1,0,0,0
13446,1,0,0,0
13447,1,1,1,1
13448,1,0,0,0
13450,1,0,0,0
13455,1,0,0,0
13457,1,0,0,0
13458,1,0,0,0
13459,1,0,0,0
13460,1,1,0,0
13466,1,1,0,0
13467,1,1,0,0
13468,1,0,0,0
13469,1,0,0,0
13475,1,1,0,0
13477,1,1,0,0
13478,1,0,0,0
13479,1,0,0,0
13480,1,0,0,0
13481,0,\N,0,0
13486,1,0,0,0
13490,1,0,0,0
13495,1,1,1,1
13497,0,\N,1,1
13499,1,1,1,0
13500,1,0,0,0
13505,1,0,0,0
13506,1,0,0,0
13510,0,\N,0,0
13512,1,1,0,0
13514,1,1,0,0
13517,1,0,0,0
13520,1,1,1,1
13521,1,1,1,0
13523,1,1,1,0
13528,1,0,\N,0
13534,1,1,1,0
13542,1,1,1,1
13543,1,0,0,0
13548,1,1,0,0
13550,1,1,0,0
13551,1,0,0,0
13555,1,1,0,0
13566,1,1,0,0
13567,1,0,0,0
13571,1,0,0,0
13572,1,0,0,0
13573,1,1,0,0
13575,1,1,1,1
13585,1,1,1,1
13586,1,0,0,0
13589,1,0,0,0
13596,1,1,0,0
13598,1,0,0,0
13599,1,0,0,0
13600,1,1,0,0
13601,1,1,0,0
13604,1,0,0,0
13607,1,0,0,0
13611,1,0,0,0
13612,1,0,0,0
13613,1,0,0,0
13616,1,1,1,1
13617,1,0,0,0
13618,1,0,0,0
13625,1,0,0,0
13626,1,1,1,0
13632,1,0,0,0
13634,1,0,0,0
13636,1,0,0,0
13637,1,1,1,0
13638,1,0,0,0
13642,1,1,0,0
13643,1,1,1,1
13653,1,1,1,1
13657,1,0,0,0
13658,1,0,0,0
13662,1,1,1,0
13663,1,0,0,0
13666,1,1,1,1
13667,1,1,0,0
13668,1,0,0,0
13669,1,1,1,0
13675,1,0,0,0
13676,1,0,0,0
13677,1,0,0,0
13678,1,1,1,0
13679,1,1,1,0
13681,1,0,0,0
13682,1,1,0,0
13685,1,0,0,0
13686,1,0,0,0
13687,1,0,0,0
13690,1,0,0,0
13692,1,1,1,0
13698,1,0,0,0
13701,1,0,0,0
13707,1,0,0,0
13708,1,0,0,0
13709,1,0,0,0
13710,1,1,1,1
13713,1,0,0,0
13715,1,0,0,0
13718,1,0,0,0
13719,1,0,0,0
13722,1,0,0,0
13728,1,0,0,0
13730,1,0,0,0
13731,1,1,0,0
13733,1,0,\N,0
13739,1,1,0,0
13744,1,1,1,1
13749,1,1,1,1
13750,1,0,0,0
13752,1,0,0,0
13754,1,1,1,0
13759,1,0,0,0
13760,1,0,0,0
13764,1,0,0,0
13767,1,1,1,1
13768,1,0,0,0
13769,1,0,0,0
13771,1,0,0,0
13773,1,1,0,0
13774,1,0,0,0
13775,1,0,0,0
13778,1,0,0,0
13780,1,0,0,0
13781,1,0,0,0
13790,1,0,0,0
13791,1,1,0,0
13793,1,1,0,0
13796,0,\N,1,1
13797,1,0,0,0
13804,1,1,1,1
13807,1,0,0,0
13809,1,0,0,0
13811,1,0,0,0
13816,1,1,1,0
13818,1,1,1,0
13819,1,0,0,0
13821,1,0,0,0
13823,1,1,1,0
13832,1,1,0,0
13833,1,0,0,0
13834,1,1,0,0
13836,1,0,0,0
13837,1,0,0,0
13838,1,0,0,0
13839,1,1,0,0
13840,1,0,0,0
13843,1,1,0,0
13847,1,0,0,0
13849,1,0,0,0
13852,1,0,0,0
13854,1,0,0,0
13857,1,0,0,0
13861,1,0,\N,1
13864,1,1,0,0
13866,1,1,0,0
13868,1,0,0,0
13871,0,\N,0,0
13873,1,0,0,0
13876,1,1,1,1
13879,1,0,0,0
13888,1,1,1,1
13889,1,0,0,0
13891,1,0,0,0
13892,1,0,0,0
13893,1,0,0,0
13894,1,0,0,0
13896,1,0,0,0
13898,1,0,0,0
13899,1,1,1,1
13900,1,0,0,0
13902,1,1,1,1
13905,1,0,0,0
13908,1,0,0,0
13910,1,0,0,0
13912,1,0,0,0
13913,1,0,0,0
13914,1,0,0,0
13918,1,1,0,0
13924,1,0,0,0
13925,1,0,0,0
13929,1,1,1,1
13930,1,1,0,0
13933,1,1,0,0
13934,1,0,0,0
13938,1,1,0,0
13940,0,\N,0,0
13941,1,0,0,0
13943,1,0,0,0
13947,1,0,0,0
13949,1,0,0,0
13954,1,0,0,0
13955,1,0,0,0
13956,1,0,0,0
13957,1,1,0,0
13962,1,0,0,0
13968,1,1,1,0
13973,1,0,0,0
13974,1,0,0,0
13975,1,1,1,0
13977,1,0,0,0
13978,1,0,0,0
13979,1,0,0,0
13980,1,1,1,1
13981,1,0,0,0
13982,0,\N,1,1
13983,1,1,0,0
13985,1,1,1,1
13986,1,1,1,1
13988,1,1,1,0
13990,1,1,1,1
13991,1,0,0,0
13992,1,0,0,0
13993,1,0,0,0
13999,1,1,1,1
14004,1,0,0,0
14005,1,0,0,0
14007,1,1,1,1
14010,1,1,0,0
14011,1,0,0,0
14012,1,0,0,0
14017,1,0,0,0
14018,1,0,0,0
14019,1,0,0,0
14022,1,0,0,0
14023,1,0,0,0
14027,1,1,1,1
14028,1,0,0,0
14029,1,0,0,0
14030,1,1,0,0
14037,1,0,0,0
14039,1,0,0,0
14040,1,0,0,0
14046,1,1,0,0
14048,1,1,1,1
14049,1,0,0,0
14050,1,0,0,0
14053,1,1,0,0
14055,1,0,0,0
14059,1,1,1,1
14060,1,0,0,0
14061,1,0,0,0
14067,1,0,0,0
14069,1,0,0,0
14070,1,0,0,0
14077,1,0,0,0
14078,1,0,0,0
14079,1,0,0,0
14080,1,1,0,0
14082,1,0,0,0
14083,1,0,0,0
14086,1,0,0,0
14087,1,0,0,0
14089,1,1,0,0
14090,1,0,0,0
14093,1,0,0,0
14097,1,0,0,0
14098,1,0,0,0
14100,1,0,0,0
14107,1,1,0,0
14112,1,1,0,0
14113,1,1,1,1
14115,1,0,0,0
14116,1,0,0,0
14121,1,1,1,1
14122,1,0,0,0
14123,1,1,1,1
14124,1,0,0,0
14125,1,0,0,0
14133,1,0,0,0
14134,1,0,0,0
14136,0,\N,1,0
14140,1,0,0,0
14146,1,1,0,0
14148,1,0,0,0
14150,1,0,0,0
14152,1,0,0,0
14155,1,1,1,1
14159,1,0,0,0
14162,1,0,\N,0
14163,1,0,0,0
14167,1,1,1,1
14173,1,0,0,0
14174,1,1,1,1
14176,1,0,0,0
14181,1,0,0,0
14183,1,0,0,0
14184,1,0,0,0
14185,1,1,0,0
14190,1,0,0,0
14191,1,1,0,0
14192,1,1,1,0
14199,1,1,1,0
14204,1,0,0,0
14209,1,0,0,0
14211,1,1,1,1
14212,1,0,0,0
14218,1,0,0,0
14223,1,0,0,0
14225,1,0,0,0
14227,1,0,0,0
14229,1,0,0,0
14230,1,0,0,0
14233,1,0,0,0
14234,1,0,0,0
14235,1,0,0,0
14237,1,0,0,0
14238,1,1,1,0
14241,1,1,0,0
14243,1,0,0,0
14249,1,0,0,0
14250,1,1,0,0
14252,1,0,0,0
14257,1,0,0,0
14270,1,0,0,0
14271,1,0,0,0
14272,1,1,0,0
14281,1,0,0,0
14284,1,0,0,0
14285,1,0,0,0
14286,1,0,0,0
14287,1,0,0,0
14290,1,0,0,0
14293,1,0,0,0
14294,1,0,0,0
14295,1,0,0,0
14296,1,0,0,0
14300,1,0,0,0
14303,1,1,1,0
14304,1,0,0,0
14306,1,0,\N,1
14307,1,1,1,0
14310,1,1,0,\N
14311,1,0,0,0
14314,1,0,0,0
14315,1,0,0,0
14318,1,0,0,0
14320,1,0,0,0
14322,1,1,0,0
14323,1,0,0,0
14327,1,0,0,0
14328,1,1,1,1
14329,1,0,0,0
14331,1,0,0,0
14334,1,1,1,0
14337,0,\N,1,0
14340,1,0,0,0
14342,1,0,0,0
14343,1,0,0,0
14344,1,1,0,0
14349,1,0,0,0
14351,1,1,1,1
14353,1,1,1,0
14354,1,0,0,0
14365,1,0,0,0
14368,1,0,0,0
14371,1,0,0,0
14372,1,1,0,0
14373,1,0,0,0
14374,1,1,1,0
14380,1,0,0,0
14382,1,0,0,0
14385,1,0,0,0
14386,1,0,0,0
14388,1,0,0,0
14389,1,0,0,0
14391,1,1,0,0
14394,1,0,0,0
14395,1,0,0,0
14400,1,0,0,0
14405,1,1,1,0
14407,1,1,1,0
14409,1,1,0,0
14411,0,\N,1,0
14415,1,0,0,0
14416,1,0,0,0
14418,1,1,1,1
14419,1,0,0,0
14422,1,1,0,0
14424,1,0,0,0
14425,1,0,0,0
14426,1,1,1,1
14429,1,1,0,0
14430,1,0,0,0
14432,1,1,0,0
14433,1,1,1,1
14434,1,0,0,0
14440,1,0,0,0
14443,1,1,1,0
14446,1,0,0,0
14450,1,0,0,0
14454,1,1,1,0
14456,1,1,0,0
14457,1,0,0,0
14461,1,1,1,0
14462,1,1,1,0
14463,1,1,1,0
14464,1,0,0,0
14469,1,0,0,0
14472,1,0,0,0
14476,1,0,0,0
14479,1,1,0,0
14480,1,0,0,0
14483,1,0,0,0
14484,1,0,0,0
14487,1,1,1,0
14489,1,0,0,0
14490,1,1,1,1
14494,1,0,0,0
14495,1,1,0,0
14496,1,1,1,0
14500,1,1,1,1
14503,1,0,0,0
14505,1,1,1,0
14506,1,0,0,0
14508,1,1,1,0
14509,1,0,0,0
14511,1,0,0,0
14512,1,0,0,0
14513,1,0,0,0
14516,1,1,0,0
14518,1,0,0,0
14520,1,0,0,0
14523,1,0,0,0
14528,1,1,1,1
14529,1,0,0,0
14530,1,0,0,0
14532,1,0,0,0
14537,1,0,0,0
14544,1,0,0,0
14545,1,0,0,0
14548,1,0,\N,1
14550,1,0,0,0
14560,1,1,1,0
14561,1,0,0,0
14564,1,0,0,0
14568,1,1,1,1
14569,1,1,1,0
14571,1,0,0,0
14572,1,0,0,0
14573,1,0,0,0
14575,1,1,0,0
14578,1,1,0,0
14580,1,0,0,0
14584,1,0,0,0
14586,1,0,0,0
14589,1,1,0,0
14596,1,1,1,0
14599,1,0,0,0
14603,1,0,\N,1
14604,1,1,0,0
14605,1,0,0,0
14606,1,0,\N,0
14607,1,0,0,0
14614,1,0,0,0
14615,1,1,0,0
14616,1,1,0,0
14617,1,1,0,0
14618,1,0,0,0
14621,1,0,0,0
14623,1,1,0,0
14625,1,0,0,0
14626,1,1,0,0
14627,1,0,0,0
14632,1,0,0,0
14637,1,0,0,0
14638,1,1,1,1
14639,1,1,1,0
14641,1,0,0,0
14642,1,0,0,0
14644,1,0,\N,1
14647,1,1,0,0
14648,1,1,0,0
14652,1,0,0,0
14660,1,0,0,0
14664,1,1,1,1
14668,1,1,0,0
14669,1,0,0,0
14674,1,1,1,1
14675,1,0,0,0
14676,1,0,0,0
14677,1,0,0,0
14678,1,0,\N,0
14684,1,0,0,0
14688,1,1,0,0
14689,1,0,0,0
14691,1,0,0,0
14692,1,1,1,1
14693,1,0,0,0
14697,1,1,1,0
14698,1,0,0,0
14703,1,1,1,0
14705,1,0,0,0
14708,1,0,0,0
14712,1,0,0,0
14717,1,1,0,0
14718,1,0,0,0
14721,1,0,0,0
14725,1,0,0,0
14729,1,0,0,0
14731,1,1,1,1
14732,1,1,1,1
14742,1,0,0,0
14747,1,0,0,0
14750,1,0,0,0
14752,1,0,0,0
14754,1,1,0,0
14755,1,1,1,1
14758,1,0,0,0
14759,1,0,0,0
14761,1,0,0,0
14766,1,0,0,0
14770,1,1,0,0
14775,1,0,0,0
14783,1,0,0,0
14785,1,1,1,0
14787,1,0,\N,0
14790,1,1,1,0
14791,1,0,\N,1
14792,1,0,0,0
14793,1,1,1,1
14794,1,0,0,0
14795,1,1,0,0
14798,1,1,1,1
14810,0,\N,0,0
14815,1,0,0,0
14817,1,0,0,0
14818,1,0,0,0
14820,1,0,0,0
14821,1,1,1,1
14822,1,1,0,0
14830,1,0,0,0
14832,1,0,0,0
14833,1,0,0,0
14834,1,0,0,0
14835,1,0,0,0
14837,1,0,0,0
14840,1,1,1,1
14842,1,0,0,0
14848,1,1,0,0
14850,1,0,0,0
14852,1,1,0,0
14854,1,1,1,0
14856,1,0,0,0
14857,1,1,0,0
14858,1,0,0,0
14860,0,\N,1,1
14861,1,0,0,0
14863,1,0,0,0
14864,1,0,0,0
14867,1,1,0,0
14869,1,0,0,0
14870,1,0,0,0
14873,1,0,0,0
14877,1,0,0,0
14883,1,0,0,0
14886,1,1,1,1
14889,1,0,0,0
14891,1,1,0,0
14894,1,0,0,0
14896,1,0,0,0
14903,1,1,0,0
14905,1,0,0,0
14906,1,1,0,0
14907,1,0,0,0
14908,1,1,0,0
14910,1,0,0,0
14917,1,1,0,0
14919,1,0,0,0
14922,1,0,\N,0
14925,1,0,0,0
14928,1,1,1,0
14934,1,1,0,0
14935,1,0,0,0
14937,1,0,0,0
14938,1,0,0,0
14943,1,1,0,0
14944,1,0,0,0
14948,1,0,0,0
14951,1,0,0,0
14952,1,0,0,0
14955,1,0,0,0
14956,1,0,0,0
14958,1,1,1,0
14960,1,0,0,0
14961,1,0,0,0
14963,1,0,0,0
14964,1,0,0,0
14966,1,0,0,0
14968,1,0,0,0
14972,1,0,0,0
14975,1,0,0,0
14977,1,0,0,0
14981,1,1,1,0
14983,1,0,0,0
14987,1,1,0,\N
14989,1,1,1,1
14995,1,1,1,1
14997,1,0,0,0
14998,1,0,0,0
15000,1,0,\N,0
15001,1,0,0,0
15003,1,0,0,0
15004,1,0,0,0
15005,1,0,0,0
15007,1,0,0,0
15008,1,0,0,0
15009,1,1,0,0
15010,1,1,1,1
15011,1,0,0,0
15016,1,0,0,0
15018,1,0,0,0
15021,1,0,0,0
15023,1,1,0,0
15031,1,0,0,0
15034,1,0,0,0
15037,1,0,0,0
15048,1,0,0,0
15049,1,1,0,0
15051,1,0,0,0
15054,1,0,0,0
15056,1,1,1,1
15058,0,\N,1,1
15061,1,0,0,0
15063,1,0,0,0
15064,1,0,0,0
15065,1,0,0,0
15066,1,0,0,0
15067,1,1,1,0
15068,1,1,1,1
15069,1,0,0,0
15070,1,1,0,0
15074,1,0,0,0
15076,1,0,0,0
15077,1,0,0,0
15079,1,0,0,0
15080,1,0,0,0
15083,1,1,0,0
15086,1,1,1,1
15087,1,1,1,0
15089,1,0,0,0
15092,0,\N,1,0
15097,1,1,1,0
15099,1,0,0,0
15108,1,0,0,0
15110,1,0,0,0
15111,1,0,0,0
15113,1,1,1,0
15114,1,0,0,0
15118,0,\N,0,0
15120,1,1,0,0
15122,0,\N,0,0
15123,1,0,0,0
