order_id,customer_id,product_id,order_value,purchase_time,rn
573,42623,254,2157.38,3/11/2024 0:06,1
574,17373,203,3758.46,2/20/2024 0:06,1
575,6289,79,3068.51,3/10/2024 0:06,1
576,20638,136,456.32,4/26/2024 0:06,1
577,40362,32,1759.84,6/19/2024 0:06,1
578,24103,234,3477.88,5/14/2024 0:06,1
579,31823,116,4233.22,3/27/2024 0:06,1
580,32441,110,3337.4,2/17/2024 0:06,1
581,742,205,2371.28,1/30/2024 0:06,1
582,24293,245,445.86,6/24/2024 0:06,1
583,36715,141,1983.7,3/8/2024 0:06,1
584,20961,66,525.57,3/16/2024 0:06,1
585,27218,223,2303.66,5/12/2024 0:06,1
586,1208,148,3174.12,2/17/2024 0:06,1
587,21228,10,2243.87,6/18/2024 0:06,1
588,38097,238,1393.41,6/2/2024 0:06,1
589,29404,192,4940.78,4/7/2024 0:06,1
590,25371,64,3329.74,6/20/2024 0:06,1
591,10472,249,3271.76,5/27/2024 0:06,1
592,6915,209,1998.38,5/13/2024 0:06,1
593,36941,172,4714.67,5/26/2024 0:06,1
594,43686,37,2013.41,3/25/2024 0:06,1
595,41509,150,437.32,6/23/2024 0:06,1
596,40275,231,1768.06,6/10/2024 0:06,1
597,30341,210,3140.32,1/24/2024 0:06,1
598,14886,17,3176.05,5/3/2024 0:06,1
599,44540,211,491.36,4/28/2024 0:06,1
600,4672,290,1911.64,4/9/2024 0:06,1
601,43263,278,3946.71,1/23/2024 0:06,1
602,34828,96,2159.44,2/12/2024 0:06,1
603,1014,199,4432.73,1/26/2024 0:06,1
604,5932,248,4423.33,4/11/2024 0:06,1
605,26939,17,3324.17,2/16/2024 0:06,1
606,43251,283,1667.87,5/9/2024 0:06,1
607,2791,292,1068,5/15/2024 0:06,1
608,23203,127,4598.85,3/24/2024 0:06,1
609,17791,8,1188.49,5/11/2024 0:06,1
610,10134,9,3145.27,5/20/2024 0:06,1
611,37407,259,1640.19,4/19/2024 0:06,1
612,30850,189,1798.62,1/11/2024 0:06,1
613,14638,157,2982.5,6/17/2024 0:06,1
614,41047,161,3345.33,6/10/2024 0:06,1
615,29906,154,4182.49,3/29/2024 0:06,1
616,40437,144,1211.85,5/10/2024 0:06,1
617,4896,87,4394.16,4/16/2024 0:06,1
618,34122,156,4350.01,2/27/2024 0:06,1
619,9040,265,2020.55,1/19/2024 0:06,1
620,13342,279,3470.34,2/2/2024 0:06,1
621,14674,54,1462.99,4/22/2024 0:06,1
622,34715,66,478.05,1/2/2024 0:06,1
623,34341,192,4581.87,5/25/2024 0:06,1
624,33224,227,4126.05,4/18/2024 0:06,1
625,29650,18,3954.87,1/1/2024 0:06,1
626,39613,70,1286.23,5/17/2024 0:06,1
627,19819,13,5150.72,1/22/2024 0:06,1
628,9699,273,3901.41,5/20/2024 0:06,1
629,40690,208,2309.99,4/28/2024 0:06,1
630,27479,15,1618.74,3/31/2024 0:06,1
631,23922,205,2368.53,3/29/2024 0:06,1
632,3109,232,3877.37,2/22/2024 0:06,1
633,9420,116,5159.37,4/10/2024 0:06,1
634,1020,109,2738.34,5/23/2024 0:06,1
635,48665,254,2391.29,4/22/2024 0:06,1
636,31091,233,2147.57,1/6/2024 0:06,1
637,14755,183,2253.57,2/29/2024 0:06,1
638,49208,56,5404.7,5/10/2024 0:06,1
639,15068,233,2126.41,3/24/2024 0:06,1
640,32196,142,3520.89,1/8/2024 0:06,1
641,23580,21,1913.55,6/20/2024 0:06,1
642,43422,263,3308.33,2/3/2024 0:06,1
643,10574,30,3378.24,4/13/2024 0:06,1
644,43250,32,1913.42,4/29/2024 0:06,1
645,18277,249,3118.41,2/23/2024 0:06,1
646,41066,227,3841.36,3/10/2024 0:06,1
647,17820,162,1244.7,4/3/2024 0:06,1
648,46520,273,3918.39,3/10/2024 0:06,1
649,25747,232,3610.08,3/3/2024 0:06,1
650,16383,59,4135.07,3/27/2024 0:06,1
651,46855,184,1415.95,5/24/2024 0:06,1
652,47613,190,2428.31,6/29/2024 0:06,1
653,8014,124,1526.85,4/21/2024 0:06,1
654,35213,217,1088.03,1/18/2024 0:06,1
655,29058,131,1946.7,2/18/2024 0:06,1
656,2549,54,1585.6,1/22/2024 0:06,1
657,26206,153,2984.33,4/10/2024 0:06,1
658,8109,178,3035.2,6/24/2024 0:06,1
659,44447,297,2999.97,3/21/2024 0:06,1
660,25876,99,1575.38,4/9/2024 0:06,1
661,37179,218,2476.89,5/17/2024 0:06,1
662,34105,241,420.7,5/31/2024 0:06,1
663,13126,205,2250.65,1/16/2024 0:06,1
664,32713,211,490.89,1/27/2024 0:06,1
665,26757,12,1345.33,6/8/2024 0:06,1
666,26398,240,3641.87,2/25/2024 0:06,1
667,13542,8,1217.52,1/4/2024 0:06,1
668,26952,105,1348.74,6/13/2024 0:06,1
669,17655,27,747.11,4/10/2024 0:06,1
670,17543,192,4846.63,4/22/2024 0:06,1
671,9611,4,4198.6,3/14/2024 0:06,1
673,9428,147,3582.84,4/2/2024 0:06,1
674,316,122,3384.17,2/29/2024 0:06,1
675,21806,136,455.34,1/22/2024 0:06,1
676,38169,274,3838.72,4/25/2024 0:06,1
677,41286,234,3371.43,2/6/2024 0:06,1
678,20024,101,1750.56,6/3/2024 0:06,1
679,29436,238,1318.85,1/10/2024 0:06,1
680,12336,294,1733.35,1/9/2024 0:06,1
681,7828,294,1914.11,4/25/2024 0:06,1
682,49777,251,2296.85,1/15/2024 0:06,1
683,16225,135,1305.86,6/24/2024 0:06,1
684,2561,143,3099.33,1/20/2024 0:06,1
685,41793,186,2831.09,1/5/2024 0:06,1
686,43621,106,3192.81,5/22/2024 0:06,1
687,701,50,2156.82,5/5/2024 0:06,1
688,27304,17,2968.01,2/8/2024 0:06,1
689,17499,300,3083.11,2/24/2024 0:06,1
690,43511,223,2376.73,3/27/2024 0:06,1
691,10306,93,2187.41,1/30/2024 0:06,1
692,29327,181,3238.21,6/17/2024 0:06,1
693,9503,99,1756.02,6/10/2024 0:06,1
694,8873,222,1165.78,4/5/2024 0:06,1
695,22169,101,1894.83,3/5/2024 0:06,1
696,10265,16,3109.05,1/31/2024 0:06,1
697,14995,176,3174.7,3/21/2024 0:06,1
698,1907,71,2922.46,3/22/2024 0:06,1
699,37501,282,3099.18,6/9/2024 0:06,1
700,6384,298,3663.26,2/26/2024 0:06,1
701,48183,48,4181.05,6/24/2024 0:06,1
702,14059,91,1342.43,4/19/2024 0:06,1
703,28408,182,2948.04,2/9/2024 0:06,1
704,48196,88,692.84,4/11/2024 0:06,1
705,20313,282,3175.63,5/29/2024 0:06,1
706,12959,87,4142.52,1/22/2024 0:06,1
707,45663,238,1341.73,3/29/2024 0:06,1
708,6307,54,1697.95,2/21/2024 0:06,1
709,49040,177,2891.37,6/15/2024 0:06,1
710,31519,167,2930.44,1/8/2024 0:06,1
711,38221,31,337.66,4/18/2024 0:06,1
712,65,256,1735.54,3/16/2024 0:06,1
713,33409,81,1350.38,5/31/2024 0:06,1
714,49504,178,3288.64,5/13/2024 0:06,1
715,45122,137,3259.43,3/21/2024 0:06,1
716,48198,185,4416.67,2/2/2024 0:06,1
717,10050,193,1994.24,2/15/2024 0:06,1
718,3454,158,3198.48,4/19/2024 0:06,1
719,1449,39,4515.48,4/27/2024 0:06,1
720,26022,177,3333.64,5/20/2024 0:06,1
721,47001,68,1265.09,1/16/2024 0:06,1
722,609,46,3620.93,4/21/2024 0:06,1
723,40555,143,3075.03,4/29/2024 0:06,1
724,31305,27,762.32,1/1/2024 0:06,1
725,30464,169,702.04,5/1/2024 0:06,1
726,42741,285,1613.56,6/21/2024 0:06,1
727,36089,50,2241.67,5/12/2024 0:06,1
728,13575,131,1940.37,2/1/2024 0:06,1
729,8386,228,3134.09,2/9/2024 0:06,1
730,34364,197,3068.96,2/15/2024 0:06,1
731,30823,123,4240.99,3/11/2024 0:06,1
732,2763,103,3978.52,3/24/2024 0:06,1
733,24187,174,1799.39,3/23/2024 0:06,1
734,31739,58,4044.61,3/11/2024 0:06,1
735,27400,89,3134.59,6/28/2024 0:06,1
736,16820,193,2050.61,6/24/2024 0:06,1
737,39399,45,3658.28,5/2/2024 0:06,1
738,28018,215,804.68,2/28/2024 0:06,1
739,9418,48,3960.02,4/21/2024 0:06,1
740,32922,228,3446.68,1/26/2024 0:06,1
741,6797,228,3508.11,3/27/2024 0:06,1
742,48033,228,3015.22,2/2/2024 0:06,1
743,30418,140,3746.09,5/7/2024 0:06,1
744,44016,202,4959.02,4/27/2024 0:06,1
745,29985,55,3691.81,6/24/2024 0:06,1
746,31262,31,305.51,2/4/2024 0:06,1
747,48632,207,1302.25,5/15/2024 0:06,1
748,16200,98,4286.2,3/8/2024 0:06,1
749,42748,19,4384.95,2/21/2024 0:06,1
750,30813,208,2365.34,2/13/2024 0:06,1
751,32629,127,4870.41,4/7/2024 0:06,1
752,29514,252,4987.21,4/14/2024 0:06,1
753,35654,74,3799.19,6/7/2024 0:06,1
754,23943,197,2672.03,4/29/2024 0:06,1
755,34902,188,3199,3/16/2024 0:06,1
756,36591,65,1339.08,3/21/2024 0:06,1
757,12738,147,3144.13,3/8/2024 0:06,1
758,2440,164,430.85,5/14/2024 0:06,1
759,35030,36,3872.69,2/27/2024 0:06,1
760,6308,75,861.71,1/4/2024 0:06,1
761,28044,220,4023.49,6/29/2024 0:06,1
762,23613,100,3453.05,5/2/2024 0:06,1
763,14310,274,3835.6,6/26/2024 0:06,1
764,12136,242,3001.45,4/7/2024 0:06,1
765,44317,85,2058.68,3/9/2024 0:06,1
766,20224,3,3430.75,3/4/2024 0:06,1
768,16037,39,4876.16,2/13/2024 0:06,1
769,696,149,4023.37,3/27/2024 0:06,1
770,3121,154,4866.54,4/18/2024 0:06,1
771,11346,142,3570.27,2/8/2024 0:06,1
772,17965,217,1228.38,4/25/2024 0:06,1
773,31786,111,4388.16,6/14/2024 0:06,1
774,5705,258,4605.01,4/15/2024 0:06,1
775,28441,53,971.8,6/7/2024 0:06,1
776,12222,21,1815.48,6/25/2024 0:06,1
777,15086,211,506.04,1/14/2024 0:06,1
778,35841,5,3688.8,2/26/2024 0:06,1
779,19484,120,2498.83,3/1/2024 0:06,1
780,36757,220,3593.28,2/3/2024 0:06,1
781,30701,41,2875.04,6/7/2024 0:06,1
782,10461,225,2075.37,6/29/2024 0:06,1
783,23854,23,1166.48,3/3/2024 0:06,1
784,24042,232,3856.05,5/18/2024 0:06,1
785,49540,192,4330.54,6/10/2024 0:06,1
786,37384,51,3951.16,3/19/2024 0:06,1
787,12648,263,3778.34,6/18/2024 0:06,1
788,26019,47,4240.53,5/1/2024 0:06,1
789,37529,95,4022.84,3/17/2024 0:06,1
790,9237,292,1099.47,1/31/2024 0:06,1
791,47427,35,631.55,3/21/2024 0:06,1
792,1510,173,3670.4,5/17/2024 0:06,1
793,11622,174,1569.47,4/20/2024 0:06,1
794,17555,60,2044.01,3/18/2024 0:06,1
795,29467,138,1447.63,3/4/2024 0:06,1
796,49243,265,1790.18,1/9/2024 0:06,1
797,751,11,4223.95,3/8/2024 0:06,1
798,22579,90,1279.23,6/27/2024 0:06,1
799,18062,55,4190.81,6/3/2024 0:06,1
800,48429,15,1570.02,5/24/2024 0:06,1
801,18981,81,1458.86,4/7/2024 0:06,1
802,46987,146,4763.31,3/24/2024 0:06,1
803,771,283,1461.42,2/9/2024 0:06,1
804,48736,245,497.53,1/9/2024 0:06,1
805,23735,55,3996.58,1/25/2024 0:06,1
806,42946,55,4245.28,2/2/2024 0:06,1
807,15508,263,3325.19,3/16/2024 0:06,1
808,4903,179,538.54,4/3/2024 0:06,1
809,14548,76,1401.2,5/6/2024 0:06,1
810,47256,183,2247.74,5/21/2024 0:06,1
811,23683,208,2336.38,6/15/2024 0:06,1
812,38060,216,392.33,1/1/2024 0:06,1
813,48339,36,4076.68,2/7/2024 0:06,1
814,13876,56,4617.1,2/24/2024 0:06,1
815,41448,65,1455.17,3/1/2024 0:06,1
816,28069,68,1236.48,5/6/2024 0:06,1
817,16966,223,2203.36,3/15/2024 0:06,1
818,35052,258,4604.59,3/25/2024 0:06,1
819,35060,4,4623.63,1/7/2024 0:06,1
820,8640,149,4439.48,6/20/2024 0:06,1
821,27273,118,921.09,6/9/2024 0:06,1
822,34478,186,2703.4,3/9/2024 0:06,1
823,43951,228,3584.75,3/2/2024 0:06,1
824,29961,72,2607.59,2/4/2024 0:06,1
825,43749,49,4632.55,6/18/2024 0:06,1
826,13990,230,1188.29,4/1/2024 0:06,1
827,33690,30,3330.96,3/6/2024 0:06,1
828,5805,81,1447.91,6/8/2024 0:06,1
829,19564,222,1157.9,1/4/2024 0:06,1
830,9985,254,2466.07,6/17/2024 0:06,1
831,8292,250,890.95,4/18/2024 0:06,1
832,23067,69,3956.53,3/31/2024 0:06,1
833,48549,141,2127.42,6/13/2024 0:06,1
834,21550,271,2038.42,5/25/2024 0:06,1
835,26295,23,1146.79,2/13/2024 0:06,1
836,16376,282,2982.05,1/15/2024 0:06,1
837,31619,161,3385.7,5/21/2024 0:06,1
838,34590,234,3724.41,1/30/2024 0:06,1
839,44309,91,1316.44,6/4/2024 0:06,1
841,34852,21,1786.09,2/3/2024 0:06,1
842,37809,179,548.25,3/5/2024 0:06,1
843,20038,254,2110.27,3/19/2024 0:06,1
844,26730,278,4128.32,4/21/2024 0:06,1
845,32808,95,3780.49,6/15/2024 0:06,1
846,6236,198,449.41,1/9/2024 0:06,1
847,5981,221,4718.85,3/26/2024 0:06,1
848,29759,79,2655.78,5/7/2024 0:06,1
849,15620,283,1541.85,2/9/2024 0:06,1
850,39708,78,3460.12,4/21/2024 0:06,1
851,5094,242,3242.09,2/26/2024 0:06,1
852,4157,152,3504.01,1/4/2024 0:06,1
853,46145,82,2202.69,4/30/2024 0:06,1
854,30055,46,3688.09,6/8/2024 0:06,1
855,13520,246,1935.54,4/6/2024 0:06,1
856,14603,253,1447.74,1/1/2024 0:06,1
857,24761,250,874.55,5/18/2024 0:06,1
858,20488,7,804.6,6/13/2024 0:06,1
859,37439,1,1685.21,3/11/2024 0:06,1
860,18958,17,3417.99,1/14/2024 0:06,1
861,1503,210,3509.44,6/1/2024 0:06,1
862,17722,74,3803.4,3/28/2024 0:06,1
863,36399,150,505.76,6/10/2024 0:06,1
864,45708,85,1807.21,5/23/2024 0:06,1
865,13999,122,3504.92,5/21/2024 0:06,1
866,6963,278,4012.58,2/12/2024 0:06,1
867,26248,38,1147.44,5/13/2024 0:06,1
868,1714,140,3875.95,5/10/2024 0:06,1
869,36607,73,568.63,5/14/2024 0:06,1
870,18831,212,4149.33,1/6/2024 0:06,1
871,33352,102,4024.31,4/25/2024 0:06,1
872,1785,128,1996.53,2/12/2024 0:06,1
873,19530,96,2271.87,2/3/2024 0:06,1
874,27761,39,4452.89,1/31/2024 0:06,1
875,27075,202,4457.34,6/21/2024 0:06,1
876,18505,75,862.53,3/7/2024 0:06,1
877,36348,81,1464.13,2/21/2024 0:06,1
878,12997,59,4044.54,4/29/2024 0:06,1
879,3873,177,3087.79,2/10/2024 0:06,1
880,19631,83,2582.46,2/26/2024 0:06,1
881,10669,112,3595.62,1/22/2024 0:06,1
882,515,102,4309.92,6/2/2024 0:06,1
883,27877,43,3745.95,1/31/2024 0:06,1
884,36485,44,696.42,1/27/2024 0:06,1
885,17098,28,3275.2,1/15/2024 0:06,1
886,31732,205,2330.87,1/24/2024 0:06,1
887,13902,296,3605.8,3/21/2024 0:06,1
888,13250,185,4168.62,3/7/2024 0:06,1
889,4032,59,3580.05,3/18/2024 0:06,1
890,17089,216,355.13,6/12/2024 0:06,1
891,30820,187,3179.83,3/24/2024 0:06,1
892,36618,246,2249.08,6/9/2024 0:06,1
893,29459,147,3184.8,2/5/2024 0:06,1
894,40374,36,3480.2,6/14/2024 0:06,1
895,40175,247,4040.1,4/25/2024 0:06,1
896,41645,54,1553.92,2/2/2024 0:06,1
897,5265,270,2729.23,4/29/2024 0:06,1
898,26873,116,4678.74,3/24/2024 0:06,1
899,8400,76,1332.69,1/10/2024 0:06,1
900,23441,147,3560.12,6/4/2024 0:06,1
901,32018,71,3409.57,1/29/2024 0:06,1
902,47229,154,4372.03,1/11/2024 0:06,1
903,19376,269,1674.21,5/12/2024 0:06,1
904,33317,47,4236.83,2/13/2024 0:06,1
905,23623,186,2909.93,4/22/2024 0:06,1
906,41711,81,1421.13,6/26/2024 0:06,1
907,35977,144,1398.69,1/1/2024 0:06,1
908,29179,253,1503.3,3/10/2024 0:06,1
909,13447,173,3563.74,2/12/2024 0:06,1
910,47248,217,1067.34,1/15/2024 0:06,1
911,24933,97,3262.27,1/29/2024 0:06,1
912,45538,172,4204.35,4/17/2024 0:06,1
913,467,202,4340.89,1/18/2024 0:06,1
914,48982,101,1835.51,4/7/2024 0:06,1
915,42483,65,1488.49,6/14/2024 0:06,1
916,12490,172,4924.94,6/7/2024 0:06,1
917,26271,57,676.31,2/6/2024 0:06,1
918,36274,35,594.78,3/5/2024 0:06,1
919,24756,206,4637.6,6/12/2024 0:06,1
920,41846,230,1175.21,6/22/2024 0:06,1
921,5402,254,2464.92,4/25/2024 0:06,1
922,344,237,3649.98,4/23/2024 0:06,1
923,35585,87,4332.58,4/1/2024 0:06,1
924,42390,50,2325.93,6/15/2024 0:06,1
925,4709,195,296.83,3/6/2024 0:06,1
926,37261,159,3088.38,4/10/2024 0:06,1
928,48290,220,3797.16,6/5/2024 0:06,1
929,6910,297,3290.4,3/22/2024 0:06,1
930,42184,219,3332.63,3/1/2024 0:06,1
931,14418,218,2200.05,4/17/2024 0:06,1
932,40760,200,1200.78,1/2/2024 0:06,1
933,24043,208,2364.67,6/9/2024 0:06,1
934,4663,276,378.8,5/15/2024 0:06,1
935,9676,243,3230.68,5/16/2024 0:06,1
936,33541,137,3473.82,3/5/2024 0:06,1
937,10808,183,2310.92,4/20/2024 0:06,1
938,49475,135,1262.47,3/10/2024 0:06,1
939,47892,276,381.88,4/23/2024 0:06,1
940,3623,98,3758.07,2/1/2024 0:06,1
941,19191,138,1273.03,5/10/2024 0:06,1
942,40823,285,1573.67,6/18/2024 0:06,1
943,30425,182,2732.69,2/12/2024 0:06,1
945,38293,291,4501.4,6/16/2024 0:06,1
946,34772,182,3078.96,4/18/2024 0:06,1
947,31485,215,796.87,6/27/2024 0:06,1
948,30528,94,3027.43,4/4/2024 0:06,1
949,11066,235,2482.72,2/12/2024 0:06,1
950,29402,135,1348.33,3/25/2024 0:06,1
951,26219,249,3251.8,6/9/2024 0:06,1
952,6976,245,462.35,5/26/2024 0:06,1
953,49708,121,4701.83,4/3/2024 0:06,1
954,45494,292,921.86,3/16/2024 0:06,1
955,40168,138,1439.27,6/3/2024 0:06,1
956,21560,299,1023.81,3/6/2024 0:06,1
957,44522,155,1233.82,5/31/2024 0:06,1
958,35773,266,2155.69,3/2/2024 0:06,1
959,8544,235,2411.3,4/7/2024 0:06,1
960,33150,211,534.11,6/20/2024 0:06,1
961,5249,169,687.91,1/10/2024 0:06,1
962,30919,183,2267.13,5/10/2024 0:06,1
963,48773,170,4642.75,1/29/2024 0:06,1
964,43651,155,1378.39,5/28/2024 0:06,1
965,4829,21,1746.19,3/4/2024 0:06,1
966,29719,83,3053.07,6/12/2024 0:06,1
967,14791,265,1773.07,6/12/2024 0:06,1
968,2292,281,2329.14,3/12/2024 0:06,1
969,43102,297,3352.21,6/6/2024 0:06,1
970,24416,53,880.61,6/27/2024 0:06,1
971,29736,210,3425.86,5/11/2024 0:06,1
972,35754,166,1173.27,6/14/2024 0:06,1
973,8662,104,2994.23,3/13/2024 0:06,1
974,10238,249,3301.06,4/20/2024 0:06,1
975,48315,54,1661.7,2/20/2024 0:06,1
976,15474,175,4095.2,5/16/2024 0:06,1
978,15278,168,1721.03,6/28/2024 0:06,1
979,24352,100,3763.93,4/26/2024 0:06,1
980,23401,274,4207.56,3/16/2024 0:06,1
981,2578,298,3576.4,3/28/2024 0:06,1
982,48061,4,4991.71,3/15/2024 0:06,1
983,20868,103,3811.62,3/19/2024 0:06,1
984,47580,68,1219.58,1/28/2024 0:06,1
985,7915,241,451.66,5/29/2024 0:06,1
986,2097,214,3777.07,2/5/2024 0:06,1
987,5538,120,2536.79,5/14/2024 0:06,1
988,2283,165,2794.62,3/7/2024 0:06,1
989,27435,263,3861.56,4/13/2024 0:06,1
990,27770,210,3166.27,5/19/2024 0:06,1
991,26695,109,2784.49,2/9/2024 0:06,1
992,41543,39,4385.36,5/15/2024 0:06,1
993,1398,69,3883,1/6/2024 0:06,1
994,31294,137,3474.56,6/21/2024 0:06,1
995,41937,102,4045.72,3/22/2024 0:06,1
996,24715,234,3373.16,4/7/2024 0:06,1
997,37059,86,659.94,1/10/2024 0:06,1
998,5189,68,1234.08,2/12/2024 0:06,1
999,27710,165,2632.66,5/20/2024 0:06,1
1000,14500,287,3076.55,6/1/2024 0:06,1
1001,31273,186,2710.92,5/13/2024 0:06,1
1002,43907,214,4135.57,4/22/2024 0:06,1
1003,34669,79,2721.98,5/27/2024 0:06,1
1004,9447,142,3644.06,3/2/2024 0:06,1
1005,14167,76,1390.63,2/23/2024 0:06,1
1006,39782,59,3691.51,2/22/2024 0:06,1
1007,14840,135,1256.16,3/31/2024 0:06,1
1008,36430,286,2530.14,4/21/2024 0:06,1
1009,31565,273,4169.31,6/20/2024 0:06,1
1010,19780,150,499.81,3/17/2024 0:06,1
1011,32890,164,507.03,3/21/2024 0:06,1
1012,23653,166,1142.41,5/14/2024 0:06,1
1013,11143,97,3633.49,3/30/2024 0:06,1
1014,34431,65,1364.79,2/26/2024 0:06,1
1015,21832,62,1068.96,5/22/2024 0:06,1
1016,26926,261,1398.86,1/9/2024 0:06,1
1017,32656,84,1823.19,1/3/2024 0:06,1
1018,8841,56,4560.27,6/1/2024 0:06,1
1019,13818,20,3440.43,1/23/2024 0:06,1
1020,8177,217,1229.96,6/6/2024 0:06,1
1021,31921,209,2265.71,6/11/2024 0:06,1
1023,43548,239,754.04,1/19/2024 0:06,1
1024,8464,38,1088,1/13/2024 0:06,1
1026,33992,196,2860.69,2/29/2024 0:06,1
1027,17646,227,3659.49,6/21/2024 0:06,1
1028,25927,30,3385.2,4/23/2024 0:06,1
1029,46732,167,2903.59,3/5/2024 0:06,1
1030,37287,88,675.84,5/28/2024 0:06,1
1031,7579,129,4583.63,5/12/2024 0:06,1
1032,38165,268,4055.44,4/6/2024 0:06,1
1033,21729,97,3686.7,1/16/2024 0:06,1
1034,45651,69,3725.41,5/29/2024 0:06,1
1035,44783,227,3454.75,1/18/2024 0:06,1
1036,22338,104,2909.25,3/21/2024 0:06,1
1037,34363,190,2365.51,1/19/2024 0:06,1
1038,43858,32,1610.98,5/12/2024 0:06,1
1039,24691,206,4865.69,3/1/2024 0:06,1
1040,35479,114,1492.89,1/28/2024 0:06,1
1041,21272,197,2798.3,2/8/2024 0:06,1
1042,14860,247,4548.92,6/18/2024 0:06,1
1043,24406,67,329.76,4/29/2024 0:06,1
1044,21812,8,1134.32,1/18/2024 0:06,1
1045,46575,12,1332.93,6/26/2024 0:06,1
1046,36433,150,457.63,3/4/2024 0:06,1
1047,26551,6,2633.99,5/2/2024 0:06,1
1048,43508,251,2397.42,2/17/2024 0:06,1
1049,5095,112,3721.8,2/13/2024 0:06,1
1050,15525,156,4757.09,3/31/2024 0:06,1
1051,21307,176,3561.34,4/13/2024 0:06,1
1052,44114,222,1138.45,4/8/2024 0:06,1
1053,35164,138,1294.25,1/25/2024 0:06,1
1054,40874,111,5029.17,5/11/2024 0:06,1
1055,23122,123,4248.55,2/11/2024 0:06,1
1056,2125,63,3566.46,1/1/2024 0:06,1
1057,870,275,1281.93,6/28/2024 0:06,1
1058,36839,9,2758.69,3/17/2024 0:06,1
1059,38906,258,4085.93,1/30/2024 0:06,1
1060,22341,286,2634.51,6/3/2024 0:06,1
1061,9795,267,3705.86,6/14/2024 0:06,1
1062,49405,229,3669.43,6/17/2024 0:06,1
1063,43336,282,2981.85,6/11/2024 0:06,1
1064,29341,58,4598.27,1/30/2024 0:06,1
1065,4802,295,2129.62,4/11/2024 0:06,1
1066,47690,286,2780.08,3/5/2024 0:06,1
1067,45051,111,5036.13,1/19/2024 0:06,1
1068,7329,224,2468.77,6/8/2024 0:06,1
1069,14426,185,4692,2/5/2024 0:06,1
1070,39344,149,4380.49,5/8/2024 0:06,1
1071,24063,90,1264.99,5/27/2024 0:06,1
1072,47715,226,4803.99,6/3/2024 0:06,1
1073,22384,9,3096.05,2/16/2024 0:06,1
1074,7106,118,890.38,2/15/2024 0:06,1
1075,49126,48,4070.5,6/26/2024 0:06,1
1076,49696,21,1989.19,5/7/2024 0:06,1
1077,16378,172,4442.31,6/29/2024 0:06,1
1078,33004,46,3686.06,6/19/2024 0:06,1
1079,15802,148,3001.64,3/25/2024 0:06,1
1080,3776,245,500.2,2/11/2024 0:06,1
1081,39662,50,2454.87,6/19/2024 0:06,1
1082,43196,121,4222.67,4/1/2024 0:06,1
1083,19592,65,1474.19,6/19/2024 0:06,1
1084,17894,101,2076,6/4/2024 0:06,1
1085,44131,211,522.6,5/11/2024 0:06,1
1086,10471,215,673.47,1/16/2024 0:06,1
1087,20278,227,3547.6,4/18/2024 0:06,1
1088,29400,167,2836.27,6/19/2024 0:06,1
1089,47182,57,644.39,3/15/2024 0:06,1
1090,3447,154,4330.45,4/3/2024 0:06,1
1091,40942,149,3761.72,5/3/2024 0:06,1
1092,20716,27,701.92,5/31/2024 0:06,1
1093,12855,246,2295.98,3/21/2024 0:06,1
1094,48869,24,3595.16,4/6/2024 0:06,1
1095,24317,84,1819.23,3/16/2024 0:06,1
1096,13229,27,842.46,3/16/2024 0:06,1
1097,23142,181,3009.95,2/6/2024 0:06,1
1098,13585,262,4871.09,4/8/2024 0:06,1
1099,9975,146,4661.83,3/10/2024 0:06,1
1100,25950,66,450.94,6/6/2024 0:06,1
1101,5702,189,1949.27,3/4/2024 0:06,1
1102,28428,285,1671.42,6/18/2024 0:06,1
1103,28965,92,1554.99,2/14/2024 0:06,1
1104,4515,241,428.2,1/10/2024 0:06,1
1105,29228,189,2059.07,5/5/2024 0:06,1
1106,26733,78,3850.26,4/5/2024 0:06,1
1107,31579,138,1214.75,6/10/2024 0:06,1
1108,42624,287,2902.71,1/7/2024 0:06,1
1109,4299,209,2303.24,6/23/2024 0:06,1
1110,34807,119,1243.99,6/20/2024 0:06,1
1111,22681,36,3774.96,3/3/2024 0:06,1
1112,46171,207,1281.75,1/2/2024 0:06,1
1113,19167,244,2162.68,5/8/2024 0:06,1
1114,43406,274,4133.89,2/12/2024 0:06,1
1115,37114,155,1272.94,4/11/2024 0:06,1
1116,20035,181,3140.35,3/25/2024 0:06,1
1117,37133,51,3702.69,6/7/2024 0:06,1
1118,40465,187,3565.55,1/11/2024 0:06,1
1119,5898,40,4453.75,1/9/2024 0:06,1
1120,10754,194,2881.65,3/20/2024 0:06,1
1121,39771,198,461.25,2/24/2024 0:06,1
1122,48438,235,2702.86,5/9/2024 0:06,1
1123,28889,146,4470.55,5/18/2024 0:06,1
1124,27283,112,3316.98,2/25/2024 0:06,1
1125,9281,81,1393.83,5/11/2024 0:06,1
1126,10657,258,3938.65,6/6/2024 0:06,1
1127,10878,199,4482.31,2/3/2024 0:06,1
1128,10034,62,1101.86,6/20/2024 0:06,1
1129,10365,135,1354.87,1/27/2024 0:06,1
1130,14793,2,1523.08,1/1/2024 0:06,1
1131,20583,29,3088.41,6/3/2024 0:06,1
1132,6589,80,2729.06,3/28/2024 0:06,1
1133,30175,87,4413.5,2/16/2024 0:06,1
1134,30992,211,522.77,1/5/2024 0:06,1
1135,19260,177,2864.68,1/13/2024 0:06,1
1136,36656,116,4957.12,5/22/2024 0:06,1
1137,12892,212,3692.32,2/17/2024 0:06,1
