customer_id,signup_date,device_type,traffic_source
13674,5/14/2024,mobile,"ads"
13675,4/5/2024,desktop,"organic"
13676,5/29/2024,mobile,"organic"
13677,1/23/2024,mobile,"ads"
13678,2/21/2024,desktop,"ads"
13679,1/19/2024,mobile,"referral"
13680,1/24/2024,mobile,"organic"
13681,5/31/2024,desktop,"ads"
13682,6/1/2024,mobile,"organic"
13683,2/29/2024,mobile,"organic"
13684,2/29/2024,mobile,"organic"
13685,4/5/2024,mobile,"organic"
13686,1/29/2024,mobile,"ads"
13687,4/12/2024,mobile,"referral"
13688,1/19/2024,mobile,"ads"
13689,3/15/2024,mobile,"ads"
13690,1/31/2024,desktop,"organic"
13691,4/7/2024,mobile,"ads"
13692,1/2/2024,mobile,"organic"
13693,5/5/2024,mobile,"referral"
13694,5/3/2024,desktop,"organic"
13695,4/17/2024,desktop,unknown
13696,5/12/2024,mobile,"ads"
13697,3/1/2024,desktop,"organic"
13698,5/13/2024,mobile,"organic"
13699,3/8/2024,mobile,"referral"
13700,6/27/2024,desktop,"organic"
13701,6/8/2024,mobile,"organic"
13702,5/28/2024,mobile,"organic"
13703,2/8/2024,mobile,"organic"
13704,5/17/2024,mobile,"ads"
13705,6/18/2024,desktop,"organic"
13706,5/10/2024,mobile,"ads"
13707,6/14/2024,mobile,"referral"
13708,3/17/2024,desktop,"organic"
13709,5/23/2024,mobile,"ads"
13710,1/15/2024,desktop,"referral"
13711,1/20/2024,desktop,"organic"
13712,3/25/2024,mobile,"organic"
13713,2/18/2024,mobile,"referral"
13714,1/31/2024,mobile,"organic"
13715,5/3/2024,desktop,"ads"
13716,3/11/2024,mobile,"ads"
13717,3/1/2024,mobile,"referral"
13718,6/23/2024,mobile,"organic"
13719,3/16/2024,mobile,"organic"
13720,6/22/2024,desktop,"organic"
13721,1/25/2024,mobile,"referral"
13722,6/6/2024,desktop,"organic"
13723,5/1/2024,mobile,"organic"
13724,4/24/2024,mobile,"organic"
13725,3/29/2024,mobile,"ads"
13726,4/6/2024,mobile,"referral"
13727,5/17/2024,desktop,"organic"
13728,3/30/2024,desktop,"organic"
13729,2/15/2024,mobile,"referral"
13730,4/15/2024,desktop,"organic"
13731,4/22/2024,desktop,"ads"
13732,4/4/2024,desktop,"referral"
13733,5/8/2024,mobile,"organic"
13734,3/31/2024,mobile,"organic"
13735,1/7/2024,mobile,"ads"
13736,4/6/2024,mobile,"organic"
13737,1/23/2024,mobile,"organic"
13738,6/13/2024,mobile,"ads"
13739,6/12/2024,mobile,"ads"
13740,6/25/2024,mobile,"organic"
13741,4/13/2024,mobile,"ads"
13742,5/16/2024,mobile,"organic"
13743,1/7/2024,mobile,"organic"
13744,1/13/2024,desktop,"referral"
13745,3/28/2024,mobile,"referral"
13746,3/24/2024,desktop,"organic"
13747,5/26/2024,mobile,"organic"
13748,4/1/2024,mobile,"ads"
13749,1/11/2024,mobile,"ads"
13750,4/26/2024,mobile,"referral"
13751,2/12/2024,mobile,"referral"
13752,6/15/2024,mobile,"organic"
13753,2/5/2024,desktop,"organic"
13754,1/26/2024,mobile,"organic"
13755,5/28/2024,mobile,"organic"
13756,2/4/2024,desktop,"organic"
13757,1/27/2024,desktop,"ads"
13758,1/31/2024,desktop,"ads"
13759,3/9/2024,mobile,"organic"
13760,2/20/2024,mobile,"organic"
13761,4/20/2024,mobile,"referral"
13762,3/30/2024,desktop,"ads"
13763,5/8/2024,desktop,"organic"
13764,5/23/2024,desktop,"ads"
13765,4/27/2024,mobile,"ads"
13766,2/15/2024,mobile,"ads"
13767,6/16/2024,desktop,"organic"
13768,4/25/2024,mobile,"organic"
13769,2/19/2024,mobile,"organic"
13770,5/20/2024,mobile,"organic"
13771,1/25/2024,desktop,"referral"
13772,1/13/2024,desktop,"ads"
13773,5/14/2024,desktop,"organic"
13774,6/23/2024,desktop,"organic"
13775,4/19/2024,mobile,"ads"
13776,5/24/2024,desktop,"ads"
13777,6/26/2024,mobile,"organic"
13778,4/5/2024,mobile,"organic"
13779,3/16/2024,desktop,"ads"
13780,5/16/2024,desktop,"organic"
13781,4/23/2024,mobile,"ads"
13782,5/1/2024,mobile,"organic"
13783,4/29/2024,desktop,unknown
13784,6/23/2024,desktop,"organic"
13785,1/6/2024,desktop,"ads"
13786,4/30/2024,mobile,"organic"
13787,6/26/2024,mobile,"referral"
13788,1/31/2024,mobile,"organic"
13789,5/10/2024,desktop,"organic"
13790,2/14/2024,mobile,"ads"
13791,2/26/2024,mobile,"ads"
13792,1/17/2024,mobile,"ads"
13793,6/10/2024,desktop,"organic"
13794,1/6/2024,desktop,"organic"
13795,3/19/2024,mobile,"organic"
13796,5/23/2024,mobile,"organic"
13797,4/3/2024,mobile,"referral"
13798,6/17/2024,desktop,"ads"
13799,5/2/2024,desktop,"ads"
13800,3/30/2024,desktop,unknown
13801,6/9/2024,mobile,"ads"
13802,2/25/2024,mobile,"organic"
13803,5/11/2024,mobile,"organic"
13804,3/17/2024,mobile,unknown
13805,1/3/2024,mobile,"organic"
13806,2/21/2024,mobile,"organic"
13807,5/7/2024,desktop,"referral"
13808,3/23/2024,mobile,"ads"
13809,4/3/2024,desktop,"referral"
13810,1/13/2024,desktop,"ads"
13811,3/20/2024,mobile,"organic"
13812,3/20/2024,mobile,"ads"
13813,5/15/2024,mobile,"organic"
13814,4/30/2024,mobile,"referral"
13815,6/2/2024,mobile,"organic"
13816,3/23/2024,desktop,"ads"
13817,6/22/2024,desktop,"ads"
13818,6/11/2024,mobile,"organic"
13819,3/5/2024,desktop,"ads"
13820,4/18/2024,mobile,"referral"
13821,5/17/2024,mobile,"ads"
13822,3/5/2024,mobile,"organic"
13823,1/14/2024,desktop,"organic"
13824,4/4/2024,mobile,"organic"
13825,5/5/2024,desktop,"organic"
13826,1/28/2024,desktop,"ads"
13827,6/16/2024,desktop,"organic"
13828,1/29/2024,mobile,"ads"
13829,2/22/2024,mobile,"organic"
13830,1/2/2024,mobile,"ads"
13831,1/23/2024,mobile,"ads"
13832,5/23/2024,mobile,"organic"
13833,1/15/2024,mobile,"organic"
13834,5/11/2024,mobile,"ads"
13835,5/28/2024,mobile,"organic"
13836,1/31/2024,desktop,"ads"
13837,4/25/2024,mobile,"organic"
13838,5/13/2024,mobile,"ads"
13839,6/6/2024,mobile,"organic"
13840,5/7/2024,mobile,"referral"
13841,4/11/2024,mobile,"organic"
13842,3/14/2024,mobile,"organic"
13843,4/14/2024,desktop,"organic"
13844,4/22/2024,mobile,"organic"
13845,1/12/2024,mobile,"organic"
13846,5/26/2024,mobile,"ads"
13847,6/25/2024,mobile,"ads"
13848,3/6/2024,mobile,"organic"
13849,5/8/2024,mobile,"organic"
13850,3/12/2024,mobile,"ads"
13851,2/7/2024,mobile,"referral"
13852,3/18/2024,mobile,"ads"
13853,3/6/2024,mobile,"ads"
13854,3/9/2024,mobile,"ads"
13855,4/2/2024,mobile,"organic"
13856,3/17/2024,mobile,"ads"
13857,1/5/2024,mobile,"organic"
13858,2/5/2024,mobile,"ads"
13859,4/8/2024,mobile,"ads"
13860,1/5/2024,mobile,"ads"
13861,4/3/2024,mobile,"organic"
13862,3/16/2024,desktop,"organic"
13863,1/28/2024,mobile,"referral"
13864,6/21/2024,mobile,"ads"
13865,2/27/2024,mobile,"organic"
13866,5/24/2024,mobile,"organic"
13867,1/6/2024,mobile,"organic"
13868,1/24/2024,mobile,"organic"
13869,1/2/2024,mobile,"ads"
13870,5/9/2024,mobile,"organic"
13871,6/8/2024,mobile,"organic"
13872,3/17/2024,desktop,"referral"
13873,3/4/2024,mobile,"ads"
13874,2/17/2024,desktop,"ads"
13875,3/17/2024,mobile,"organic"
13876,4/10/2024,desktop,"organic"
13877,6/9/2024,mobile,"ads"
13878,2/10/2024,mobile,"organic"
13879,4/8/2024,mobile,"ads"
13880,2/15/2024,mobile,"organic"
13881,1/31/2024,desktop,"organic"
13882,3/10/2024,mobile,"ads"
13883,4/4/2024,desktop,"ads"
13884,4/12/2024,mobile,"referral"
13885,4/30/2024,mobile,"ads"
13886,6/5/2024,mobile,"ads"
13887,3/8/2024,mobile,"organic"
13888,5/28/2024,mobile,"organic"
13889,5/29/2024,mobile,"organic"
13890,3/6/2024,mobile,"organic"
13891,2/12/2024,mobile,"ads"
13892,6/11/2024,mobile,"ads"
13893,4/4/2024,mobile,"ads"
13894,1/13/2024,mobile,"referral"
13895,2/5/2024,mobile,"organic"
13896,1/16/2024,desktop,"organic"
13897,2/8/2024,mobile,"ads"
13898,5/17/2024,mobile,"organic"
13899,1/18/2024,desktop,"organic"
13900,5/23/2024,desktop,"organic"
13901,1/9/2024,mobile,"organic"
13902,5/18/2024,desktop,"ads"
13903,2/19/2024,mobile,"ads"
13904,3/17/2024,desktop,"ads"
13905,4/10/2024,desktop,"ads"
13906,5/2/2024,desktop,"ads"
13907,3/4/2024,mobile,"organic"
13908,6/21/2024,desktop,"organic"
13909,6/22/2024,mobile,"organic"
13910,3/3/2024,mobile,"ads"
13911,5/24/2024,desktop,"ads"
13912,4/19/2024,desktop,"organic"
13913,4/23/2024,desktop,"ads"
13914,6/15/2024,mobile,"ads"
13915,2/22/2024,desktop,"organic"
13916,5/26/2024,desktop,"referral"
13917,2/27/2024,mobile,"ads"
13918,3/23/2024,mobile,"referral"
13919,1/6/2024,mobile,"referral"
13920,1/11/2024,desktop,"organic"
13921,4/16/2024,desktop,"ads"
13922,4/5/2024,mobile,"organic"
13923,3/10/2024,desktop,"ads"
13924,2/26/2024,desktop,"ads"
13925,5/7/2024,mobile,"ads"
13926,6/8/2024,mobile,"organic"
13927,6/9/2024,desktop,"ads"
13928,2/6/2024,mobile,"referral"
13929,5/2/2024,mobile,"ads"
13930,6/25/2024,desktop,"organic"
13931,3/30/2024,mobile,"organic"
13932,2/4/2024,mobile,"referral"
13933,5/1/2024,mobile,"referral"
13934,6/18/2024,desktop,"organic"
13935,3/30/2024,mobile,"organic"
13936,3/11/2024,mobile,"ads"
13937,3/23/2024,mobile,"ads"
13938,2/5/2024,mobile,"referral"
13939,5/21/2024,mobile,"organic"
13940,3/26/2024,mobile,"organic"
13941,2/24/2024,mobile,"ads"
13942,4/3/2024,mobile,unknown
13943,5/6/2024,mobile,"ads"
13944,1/29/2024,mobile,"ads"
13945,4/28/2024,mobile,"ads"
13946,6/10/2024,desktop,unknown
13947,2/19/2024,mobile,"organic"
13948,2/9/2024,desktop,"ads"
13949,6/6/2024,mobile,"organic"
13950,2/22/2024,mobile,"ads"
13951,4/5/2024,desktop,"ads"
13952,1/9/2024,mobile,"organic"
13953,6/2/2024,desktop,"ads"
13954,3/12/2024,desktop,"ads"
13955,3/20/2024,mobile,"organic"
13956,5/27/2024,mobile,"referral"
13957,5/30/2024,desktop,"referral"
13958,1/5/2024,desktop,"organic"
13959,1/20/2024,mobile,"ads"
13960,4/25/2024,mobile,"referral"
13961,2/7/2024,mobile,"organic"
13962,2/16/2024,mobile,"organic"
13963,4/29/2024,mobile,"referral"
13964,4/24/2024,mobile,"organic"
13965,1/16/2024,mobile,"referral"
13966,2/3/2024,desktop,"ads"
13967,4/29/2024,desktop,"referral"
13968,4/13/2024,mobile,"organic"
13969,5/27/2024,mobile,"organic"
13970,6/15/2024,mobile,"organic"
13971,1/31/2024,mobile,"ads"
13972,1/4/2024,desktop,"organic"
13973,4/17/2024,mobile,"organic"
13974,3/8/2024,mobile,"organic"
13975,5/25/2024,desktop,"referral"
13976,5/2/2024,mobile,"organic"
13977,6/7/2024,desktop,"organic"
13978,2/23/2024,mobile,"ads"
13979,2/9/2024,mobile,"organic"
13980,5/13/2024,mobile,"referral"
13981,5/9/2024,mobile,"ads"
13982,4/20/2024,mobile,"referral"
13983,6/7/2024,mobile,"referral"
13984,5/21/2024,mobile,"referral"
13985,4/2/2024,mobile,"organic"
13986,2/28/2024,mobile,"ads"
13987,3/27/2024,desktop,"organic"
13988,5/16/2024,mobile,"referral"
13989,5/27/2024,desktop,"organic"
13990,3/20/2024,mobile,"organic"
13991,3/3/2024,desktop,"ads"
13992,5/20/2024,mobile,"organic"
13993,6/10/2024,mobile,"organic"
13994,1/7/2024,desktop,"organic"
13995,2/10/2024,mobile,"organic"
13996,5/6/2024,mobile,"organic"
13997,1/1/2024,mobile,"ads"
13998,4/8/2024,desktop,"organic"
13999,1/4/2024,desktop,"organic"
14000,3/15/2024,mobile,"organic"
14001,6/16/2024,mobile,"organic"
14002,3/19/2024,desktop,unknown
14003,5/12/2024,mobile,"ads"
14004,3/4/2024,desktop,"referral"
14005,6/14/2024,mobile,"organic"
14006,4/25/2024,desktop,"organic"
14007,2/8/2024,mobile,"ads"
14008,5/2/2024,mobile,"organic"
14009,5/23/2024,desktop,"ads"
14010,4/6/2024,desktop,"referral"
14011,4/9/2024,desktop,"ads"
14012,3/4/2024,desktop,"referral"
14013,4/24/2024,desktop,"ads"
14014,4/30/2024,mobile,"ads"
14015,6/23/2024,mobile,"ads"
14016,3/20/2024,desktop,"ads"
14017,2/26/2024,mobile,"ads"
14018,2/7/2024,desktop,"organic"
14019,3/24/2024,desktop,"referral"
14020,4/3/2024,mobile,"organic"
14021,5/1/2024,mobile,"ads"
14022,1/31/2024,desktop,"organic"
14023,2/18/2024,desktop,"organic"
14024,6/20/2024,mobile,"organic"
14025,6/16/2024,mobile,"organic"
14026,2/21/2024,desktop,unknown
14027,5/17/2024,desktop,"organic"
14028,2/20/2024,mobile,unknown
14029,3/13/2024,mobile,"ads"
14030,2/2/2024,mobile,"organic"
14031,4/22/2024,mobile,"referral"
14032,4/3/2024,mobile,"organic"
14033,1/21/2024,desktop,"ads"
14034,2/24/2024,mobile,"organic"
14035,3/31/2024,desktop,"organic"
14036,2/7/2024,mobile,"organic"
14037,3/1/2024,mobile,"ads"
14038,1/25/2024,mobile,"organic"
14039,5/8/2024,mobile,"ads"
14040,3/8/2024,mobile,"ads"
14041,4/23/2024,mobile,"organic"
14042,3/7/2024,mobile,"referral"
14043,4/3/2024,mobile,"organic"
14044,1/31/2024,mobile,"organic"
14045,5/11/2024,mobile,"ads"
14046,1/23/2024,mobile,"organic"
14047,6/16/2024,desktop,"ads"
14048,5/18/2024,desktop,"ads"
14049,1/1/2024,mobile,"referral"
14050,5/18/2024,mobile,"organic"
14051,2/6/2024,mobile,"ads"
14052,5/9/2024,mobile,"referral"
14053,4/14/2024,mobile,"organic"
14054,1/19/2024,desktop,"referral"
14055,5/5/2024,mobile,"ads"
14056,2/9/2024,desktop,"ads"
14057,2/1/2024,mobile,"ads"
14058,1/26/2024,mobile,"referral"
14059,4/3/2024,desktop,"organic"
14060,3/24/2024,mobile,"organic"
14061,6/18/2024,desktop,"organic"
14062,6/4/2024,mobile,"ads"
14063,1/29/2024,desktop,"organic"
14064,4/12/2024,mobile,"organic"
14065,6/24/2024,mobile,"ads"
14066,3/24/2024,desktop,"organic"
14067,6/17/2024,mobile,"organic"
14068,1/17/2024,desktop,"ads"
14069,4/30/2024,mobile,"ads"
14070,3/18/2024,mobile,"referral"
14071,5/5/2024,mobile,"referral"
14072,4/9/2024,desktop,"organic"
14073,2/22/2024,mobile,"ads"
14074,4/16/2024,mobile,"organic"
14075,4/12/2024,mobile,"organic"
14076,1/13/2024,desktop,"ads"
14077,3/3/2024,mobile,"organic"
14078,1/16/2024,mobile,"referral"
14079,5/31/2024,mobile,"organic"
14080,3/20/2024,desktop,"ads"
14081,6/18/2024,desktop,"organic"
14082,6/19/2024,desktop,"referral"
14083,4/20/2024,desktop,"ads"
14084,3/10/2024,desktop,"ads"
14085,3/21/2024,desktop,"referral"
14086,1/14/2024,mobile,"organic"
14087,1/2/2024,desktop,"referral"
14088,2/26/2024,mobile,"organic"
14089,5/12/2024,mobile,"organic"
14090,4/2/2024,mobile,"referral"
14091,6/8/2024,mobile,"organic"
14092,2/19/2024,mobile,"organic"
14093,2/19/2024,desktop,"organic"
14094,5/26/2024,mobile,"ads"
14095,5/19/2024,desktop,"ads"
14096,1/22/2024,desktop,"referral"
14097,3/22/2024,desktop,"ads"
14098,3/27/2024,mobile,"ads"
14099,2/9/2024,mobile,"organic"
14100,1/14/2024,desktop,"organic"
14101,5/17/2024,mobile,"organic"
14102,2/16/2024,desktop,"ads"
14103,1/27/2024,mobile,"ads"
14104,3/4/2024,mobile,"organic"
14105,3/27/2024,mobile,"ads"
14106,4/30/2024,mobile,"referral"
14107,1/3/2024,mobile,unknown
14108,4/23/2024,desktop,"ads"
14109,6/22/2024,mobile,"ads"
14110,4/21/2024,desktop,"organic"
14111,5/21/2024,mobile,"ads"
14112,3/8/2024,desktop,"referral"
14113,6/14/2024,desktop,"ads"
14114,2/6/2024,mobile,"organic"
14115,2/24/2024,mobile,"ads"
14116,3/6/2024,mobile,"referral"
14117,2/28/2024,mobile,"organic"
14118,2/19/2024,mobile,"organic"
14119,6/25/2024,mobile,"ads"
14120,2/29/2024,desktop,"ads"
14121,1/27/2024,mobile,"organic"
14122,5/10/2024,desktop,"referral"
14123,1/27/2024,mobile,"ads"
14124,6/21/2024,desktop,"ads"
14125,6/6/2024,desktop,"referral"
14126,6/11/2024,mobile,"ads"
14127,3/13/2024,mobile,"organic"
14128,2/22/2024,mobile,"ads"
14129,3/13/2024,desktop,"referral"
14130,4/5/2024,desktop,"ads"
14131,1/1/2024,mobile,"ads"
14132,4/27/2024,desktop,"ads"
14133,2/21/2024,mobile,"organic"
14134,6/16/2024,mobile,"organic"
14135,3/1/2024,desktop,"organic"
14136,1/25/2024,mobile,"ads"
14137,6/11/2024,mobile,"ads"
14138,2/6/2024,desktop,"referral"
14139,2/25/2024,mobile,"ads"
14140,2/1/2024,desktop,"ads"
14141,3/7/2024,mobile,"referral"
14142,2/26/2024,mobile,"ads"
14143,1/24/2024,mobile,"referral"
14144,5/28/2024,mobile,"organic"
14145,4/13/2024,mobile,"referral"
14146,6/4/2024,mobile,"organic"
14147,6/4/2024,desktop,"ads"
14148,3/30/2024,mobile,"ads"
14149,2/4/2024,mobile,"organic"
14150,2/28/2024,mobile,"ads"
14151,3/11/2024,mobile,"ads"
14152,1/8/2024,mobile,"organic"
14153,6/12/2024,mobile,"referral"
14154,6/6/2024,mobile,"organic"
14155,3/15/2024,mobile,"organic"
14156,4/12/2024,desktop,"ads"
14157,1/14/2024,mobile,"organic"
14158,4/9/2024,mobile,"organic"
14159,6/20/2024,desktop,"organic"
14160,4/14/2024,mobile,"ads"
14161,1/28/2024,mobile,"organic"
14162,1/17/2024,mobile,"ads"
14163,4/19/2024,desktop,"organic"
14164,1/26/2024,desktop,"organic"
14165,1/20/2024,desktop,"ads"
14166,6/22/2024,mobile,"organic"
14167,2/18/2024,mobile,"referral"
14168,3/14/2024,mobile,"organic"
14169,1/23/2024,desktop,"organic"
14170,2/1/2024,mobile,"organic"
14171,5/28/2024,mobile,"organic"
14172,5/7/2024,mobile,"ads"
14173,1/17/2024,desktop,"referral"
14174,5/25/2024,mobile,"ads"
14175,2/29/2024,desktop,"ads"
14176,6/5/2024,mobile,"referral"
14177,3/11/2024,mobile,"organic"
14178,1/10/2024,mobile,"ads"
14179,6/22/2024,mobile,"ads"
14180,2/5/2024,desktop,"referral"
14181,4/25/2024,mobile,"ads"
14182,3/25/2024,mobile,"organic"
14183,2/24/2024,mobile,"ads"
14184,3/21/2024,mobile,"ads"
14185,4/27/2024,mobile,"ads"
14186,3/30/2024,mobile,"ads"
14187,1/21/2024,mobile,"organic"
14188,2/10/2024,mobile,"organic"
14189,6/3/2024,mobile,"organic"
14190,3/17/2024,mobile,"organic"
14191,5/17/2024,mobile,"ads"
14192,1/5/2024,desktop,"organic"
14193,1/15/2024,mobile,"organic"
14194,5/27/2024,mobile,"referral"
14195,5/14/2024,mobile,"referral"
14196,4/29/2024,desktop,"referral"
14197,1/7/2024,desktop,"organic"
14198,6/7/2024,mobile,"organic"
14199,5/31/2024,desktop,"ads"
14200,2/4/2024,mobile,"ads"
14201,2/20/2024,desktop,"ads"
14202,6/26/2024,desktop,"referral"
14203,4/17/2024,mobile,"organic"
14204,5/1/2024,mobile,"ads"
14205,3/26/2024,mobile,"ads"
14206,4/24/2024,desktop,"ads"
14207,2/11/2024,mobile,"organic"
14208,1/17/2024,desktop,"ads"
14209,1/10/2024,desktop,"organic"
14210,3/3/2024,desktop,"referral"
14211,5/1/2024,desktop,"ads"
14212,5/1/2024,mobile,"ads"
14213,3/6/2024,mobile,"referral"
14214,5/6/2024,mobile,"organic"
14215,4/19/2024,desktop,"referral"
14216,2/26/2024,desktop,"organic"
14217,2/29/2024,mobile,"organic"
14218,6/3/2024,mobile,"organic"
14219,4/1/2024,desktop,"organic"
14220,5/2/2024,mobile,"organic"
14221,5/19/2024,mobile,"referral"
14222,6/4/2024,mobile,"ads"
14223,6/19/2024,mobile,"organic"
14224,2/1/2024,mobile,"organic"
14225,6/26/2024,mobile,"ads"
14226,6/13/2024,mobile,"ads"
14227,6/21/2024,desktop,"ads"
14228,3/15/2024,mobile,"ads"
14229,1/24/2024,mobile,"organic"
14230,3/12/2024,desktop,"ads"
14231,6/11/2024,mobile,"referral"
14232,2/29/2024,desktop,"ads"
14233,3/6/2024,mobile,"organic"
14234,6/17/2024,mobile,"organic"
14235,6/12/2024,mobile,"organic"
14236,3/19/2024,desktop,"organic"
14237,1/3/2024,desktop,"organic"
14238,4/4/2024,desktop,"organic"
14239,4/4/2024,mobile,"ads"
14240,6/19/2024,mobile,"organic"
14241,1/5/2024,mobile,"organic"
14242,4/18/2024,mobile,"ads"
14243,3/28/2024,desktop,"organic"
14244,6/27/2024,mobile,"ads"
14245,4/1/2024,mobile,"organic"
14246,6/3/2024,mobile,"ads"
14247,2/6/2024,mobile,"organic"
14248,5/3/2024,desktop,"organic"
14249,2/15/2024,mobile,"referral"
14250,4/25/2024,mobile,"organic"
14251,1/10/2024,mobile,"organic"
14252,1/14/2024,desktop,"organic"
14253,2/28/2024,mobile,"referral"
14254,5/28/2024,mobile,"ads"
14255,5/16/2024,mobile,unknown
14256,2/29/2024,desktop,"organic"
14257,3/23/2024,desktop,"organic"
14258,2/25/2024,mobile,"organic"
14259,6/1/2024,desktop,"referral"
14260,3/13/2024,mobile,"organic"
14261,3/10/2024,desktop,"referral"
14262,2/18/2024,mobile,"organic"
14263,2/2/2024,mobile,"ads"
14264,3/31/2024,mobile,"organic"
14265,4/27/2024,mobile,"referral"
14266,5/12/2024,desktop,"ads"
14267,4/17/2024,mobile,"ads"
14268,3/23/2024,desktop,"organic"
14269,5/13/2024,mobile,"ads"
14270,6/20/2024,desktop,"organic"
14271,1/20/2024,desktop,"organic"
14272,4/26/2024,mobile,"ads"
14273,5/29/2024,mobile,"ads"
14274,5/27/2024,mobile,"ads"
14275,4/18/2024,mobile,"ads"
14276,4/5/2024,mobile,"organic"
14277,3/30/2024,mobile,"ads"
14278,5/2/2024,mobile,"referral"
14279,5/9/2024,desktop,"organic"
14280,1/1/2024,desktop,"organic"
14281,1/30/2024,desktop,"organic"
14282,2/27/2024,desktop,"ads"
14283,6/21/2024,mobile,"organic"
14284,1/19/2024,mobile,"referral"
14285,4/21/2024,mobile,"organic"
14286,4/6/2024,mobile,"organic"
14287,3/11/2024,mobile,unknown
14288,6/9/2024,mobile,"organic"
14289,3/1/2024,desktop,"referral"
14290,5/8/2024,mobile,"ads"
14291,5/27/2024,mobile,"organic"
14292,5/11/2024,desktop,"ads"
14293,1/6/2024,mobile,"referral"
14294,2/24/2024,desktop,unknown
14295,2/22/2024,desktop,"organic"
14296,1/20/2024,mobile,"referral"
14297,6/21/2024,mobile,"ads"
14298,4/4/2024,desktop,"organic"
14299,5/5/2024,mobile,"ads"
14300,3/19/2024,mobile,"organic"
14301,4/10/2024,desktop,"organic"
14302,5/20/2024,mobile,"organic"
14303,5/9/2024,mobile,"organic"
14304,1/8/2024,mobile,"organic"
14305,5/23/2024,desktop,"referral"
14306,5/31/2024,mobile,"ads"
14307,5/8/2024,desktop,"organic"
14308,5/11/2024,desktop,"ads"
14309,6/4/2024,mobile,"organic"
14310,3/3/2024,mobile,"referral"
14311,4/14/2024,mobile,"organic"
14312,1/9/2024,mobile,"organic"
14313,2/3/2024,desktop,"organic"
14314,3/20/2024,mobile,"organic"
14315,1/15/2024,mobile,"referral"
14316,4/29/2024,mobile,"referral"
14317,4/17/2024,mobile,"organic"
14318,2/24/2024,mobile,"organic"
14319,3/17/2024,desktop,"organic"
14320,1/29/2024,mobile,"organic"
14321,5/5/2024,desktop,"ads"
14322,3/19/2024,mobile,unknown
14323,2/26/2024,desktop,"ads"
14324,1/7/2024,mobile,"organic"
14325,4/15/2024,mobile,"organic"
14326,5/6/2024,mobile,"ads"
14327,5/30/2024,mobile,"ads"
14328,4/28/2024,mobile,"ads"
14329,3/16/2024,desktop,"organic"
14330,5/13/2024,desktop,"ads"
14331,3/12/2024,mobile,"organic"
14332,4/19/2024,desktop,"referral"
14333,2/7/2024,mobile,"organic"
14334,4/9/2024,mobile,"organic"
14335,5/8/2024,mobile,"ads"
14336,2/1/2024,desktop,"ads"
14337,2/13/2024,mobile,"ads"
14338,4/28/2024,desktop,"ads"
14339,2/17/2024,mobile,"organic"
14340,4/23/2024,mobile,"organic"
14341,2/3/2024,mobile,"organic"
14342,3/10/2024,mobile,"organic"
14343,1/24/2024,mobile,"organic"
14344,6/23/2024,desktop,"organic"
14345,4/4/2024,mobile,"organic"
14346,3/3/2024,mobile,"organic"
14347,3/9/2024,mobile,"organic"
14348,1/3/2024,desktop,"organic"
14349,4/24/2024,mobile,"ads"
14350,6/1/2024,mobile,"organic"
14351,3/18/2024,mobile,"organic"
14352,1/4/2024,mobile,"ads"
14353,3/1/2024,desktop,"ads"
14354,5/12/2024,mobile,"organic"
14355,4/2/2024,desktop,"ads"
14356,6/24/2024,desktop,"ads"
14357,5/20/2024,mobile,"referral"
14358,6/22/2024,desktop,"organic"
14359,4/12/2024,mobile,"organic"
14360,4/18/2024,mobile,"ads"
14361,2/16/2024,mobile,"ads"
14362,3/6/2024,desktop,"ads"
14363,1/29/2024,mobile,"ads"
14364,4/17/2024,desktop,"ads"
14365,5/20/2024,mobile,"organic"
14366,2/3/2024,mobile,"ads"
14367,4/21/2024,mobile,"organic"
14368,5/28/2024,mobile,"organic"
14369,1/2/2024,mobile,"ads"
14370,5/25/2024,mobile,"ads"
14371,1/10/2024,mobile,"ads"
14372,5/30/2024,desktop,"organic"
14373,6/10/2024,mobile,"organic"
14374,4/7/2024,desktop,unknown
14375,5/26/2024,desktop,"ads"
14376,5/24/2024,mobile,"organic"
14377,3/31/2024,mobile,"organic"
14378,5/24/2024,desktop,"organic"
14379,1/5/2024,mobile,"organic"
14380,2/21/2024,mobile,"organic"
14381,3/15/2024,desktop,"ads"
14382,1/13/2024,desktop,"ads"
14383,5/28/2024,desktop,"referral"
14384,1/6/2024,desktop,"organic"
14385,5/30/2024,mobile,"referral"
14386,3/7/2024,mobile,"referral"
14387,1/7/2024,desktop,"referral"
14388,5/6/2024,mobile,"organic"
14389,1/25/2024,mobile,"organic"
14390,4/30/2024,mobile,"organic"
14391,6/8/2024,desktop,"organic"
14392,3/12/2024,mobile,"organic"
14393,2/2/2024,desktop,"referral"
14394,2/10/2024,mobile,"ads"
14395,1/14/2024,mobile,"ads"
14396,4/9/2024,desktop,"ads"
14397,2/4/2024,desktop,"ads"
14398,4/20/2024,mobile,"referral"
14399,6/26/2024,mobile,"ads"
14400,4/10/2024,mobile,"organic"
14401,1/4/2024,mobile,"organic"
14402,6/20/2024,mobile,"organic"
14403,2/3/2024,mobile,"organic"
14404,1/13/2024,mobile,"organic"
14405,2/15/2024,desktop,"ads"
14406,4/22/2024,desktop,"organic"
14407,3/25/2024,mobile,"organic"
14408,1/4/2024,desktop,"ads"
14409,1/17/2024,desktop,"ads"
